,Date,Sex,Age
847,2012.0,Female,24.0
848,2014.0,Male,49.0
849,2012.0,Female,26.0
850,2012.0,Male,27.0
851,2014.0,Male,48.0
852,2015.0,Male,23.0
853,2013.0,Male,32.0
854,2012.0,Female,30.0
855,2014.0,Female,25.0
856,2012.0,Male,20.0
857,2013.0,Male,29.0
858,2015.0,Male,55.0
859,2013.0,Female,47.0
860,2013.0,Female,33.0
861,2013.0,Male,44.0
862,2013.0,Male,36.0
863,2014.0,Female,41.0
864,2014.0,Male,25.0
865,2012.0,Male,36.0
866,2013.0,Male,31.0
867,2012.0,Male,33.0
868,2015.0,Male,50.0
869,2013.0,Male,50.0
870,2014.0,Male,37.0
871,2015.0,Male,23.0
872,2012.0,Male,58.0
873,2013.0,Male,46.0
874,2012.0,Male,48.0
875,2012.0,Male,20.0
876,2014.0,Female,51.0
877,2013.0,Male,50.0
878,2014.0,Female,36.0
879,2014.0,Female,39.0
880,2013.0,Male,50.0
881,2015.0,Female,45.0
882,2015.0,Male,21.0
883,2013.0,Male,22.0
884,2015.0,Male,58.0
885,2013.0,Female,58.0
886,2012.0,Male,27.0
887,2014.0,Female,35.0
888,2013.0,Male,22.0
889,2013.0,Male,38.0
890,2014.0,Female,20.0
891,2012.0,Male,38.0
892,2015.0,Male,47.0
893,2015.0,Female,72.0
894,2013.0,Male,20.0
895,2014.0,Male,40.0
896,2013.0,Female,63.0
897,2015.0,Male,34.0
898,2012.0,Male,25.0
899,2014.0,Male,58.0
900,2015.0,Female,28.0
901,2012.0,Male,40.0
902,2013.0,Male,20.0
903,2014.0,Male,35.0
904,2015.0,Female,48.0
905,2014.0,Female,55.0
906,2015.0,Male,57.0
907,2013.0,Male,47.0
908,2015.0,Male,28.0
909,2013.0,Male,47.0
910,2014.0,Female,53.0
911,2013.0,Male,32.0
912,2015.0,Female,19.0
913,2014.0,Female,59.0
914,2012.0,Female,62.0
915,2012.0,Male,50.0
916,2014.0,Male,25.0
917,2014.0,Male,65.0
918,2012.0,Female,54.0
919,2012.0,Male,54.0
920,2015.0,Male,42.0
921,2012.0,Male,54.0
922,2013.0,Female,49.0
923,2013.0,Male,40.0
924,2015.0,Female,51.0
925,2014.0,Female,54.0
926,2015.0,Male,18.0
927,2014.0,Female,35.0
928,2014.0,Female,70.0
929,2014.0,Male,75.0
930,2015.0,Male,37.0
931,2013.0,Male,57.0
932,2015.0,Male,36.0
933,2014.0,Male,29.0
934,2012.0,Male,50.0
935,2012.0,Female,52.0
936,2012.0,Female,75.0
937,2014.0,Male,29.0
938,2014.0,Male,37.0
939,2015.0,Female,44.0
940,2013.0,Female,41.0
941,2013.0,Male,22.0
942,2012.0,Female,31.0
943,2013.0,Female,20.0
944,2014.0,Male,40.0
945,2013.0,Female,63.0
946,2014.0,Female,51.0
947,2012.0,Male,66.0
948,2013.0,Male,36.0
949,2016.0,Male,36.0
950,2013.0,Male,34.0
951,2012.0,Male,32.0
952,2014.0,Female,54.0
953,2015.0,Female,39.0
954,2013.0,Male,39.0
955,2014.0,Female,43.0
956,2013.0,Female,51.0
957,2013.0,Female,45.0
958,2015.0,Male,23.0
959,2013.0,Male,53.0
960,2014.0,Male,54.0
961,2013.0,Female,27.0
962,2015.0,Male,28.0
963,2014.0,Male,18.0
964,2015.0,Male,34.0
965,2013.0,Female,53.0
966,2013.0,Male,60.0
967,2013.0,Male,26.0
968,2013.0,Female,58.0
969,2014.0,Male,38.0
970,2014.0,Female,43.0
971,2014.0,Male,54.0
972,2014.0,Female,53.0
973,2013.0,Male,32.0
974,2012.0,Male,23.0
975,2015.0,Female,32.0
976,2014.0,Male,47.0
977,2014.0,Male,44.0
978,2012.0,Female,47.0
979,2012.0,Male,53.0
980,2014.0,Male,37.0
981,2012.0,Male,19.0
982,2014.0,Female,27.0
983,2014.0,Male,54.0
984,2015.0,Female,45.0
985,2015.0,Male,50.0
986,2012.0,Male,29.0
987,2014.0,Male,24.0
988,2012.0,Male,32.0
989,2012.0,Male,34.0
990,2013.0,Male,21.0
991,2013.0,Female,48.0
992,2014.0,Male,44.0
993,2012.0,Male,29.0
994,2013.0,Male,37.0
995,2014.0,Female,49.0
996,2015.0,Male,25.0
997,2015.0,Male,58.0
998,2014.0,Male,28.0
999,2015.0,Female,21.0
1000,2014.0,Female,49.0
1001,2014.0,Male,50.0
1002,2013.0,Male,52.0
1003,2015.0,Male,52.0
1004,2015.0,Male,46.0
1005,2014.0,Male,21.0
1006,2013.0,Male,26.0
1007,2012.0,Male,22.0
1008,2014.0,Male,40.0
1009,2013.0,Male,22.0
1010,2015.0,Male,39.0
1011,2013.0,Male,47.0
1012,2015.0,Female,55.0
1013,2013.0,Female,32.0
1014,2013.0,Male,22.0
1015,2014.0,Male,44.0
1016,2014.0,Female,55.0
1017,2013.0,Male,35.0
1018,2015.0,Male,29.0
1019,2012.0,Female,43.0
1020,2015.0,Female,54.0
1021,2015.0,Male,39.0
1022,2014.0,Male,54.0
1023,2015.0,Female,44.0
1024,2012.0,Female,28.0
1025,2014.0,Female,48.0
1026,2015.0,Male,57.0
1027,2015.0,Male,29.0
1028,2012.0,Female,48.0
1029,2015.0,Male,62.0
1030,2013.0,Female,49.0
1031,2014.0,Female,47.0
1032,2012.0,Female,30.0
1033,2014.0,Male,59.0
1034,2014.0,Male,22.0
1035,2012.0,Male,21.0
1036,2014.0,Female,53.0
1037,2013.0,Male,46.0
1038,2014.0,Male,50.0
1039,2015.0,Male,52.0
1040,2015.0,Male,33.0
1041,2014.0,Male,39.0
1042,2014.0,Female,35.0
1043,2015.0,Male,27.0
1044,2012.0,Male,45.0
1045,2015.0,Male,53.0
1046,2014.0,Female,51.0
1047,2015.0,Male,27.0
1048,2015.0,Male,62.0
1049,2013.0,Male,25.0
1050,2015.0,Female,45.0
1051,2014.0,Male,33.0
1052,2012.0,Male,46.0
1053,2015.0,Male,46.0
1054,2015.0,Female,53.0
1055,2013.0,Female,55.0
1056,2014.0,Female,43.0
1057,2015.0,Male,42.0
1058,2014.0,Male,45.0
1059,2012.0,Female,21.0
1060,2012.0,Female,32.0
1061,2014.0,Male,44.0
1062,2014.0,Female,51.0
1063,2015.0,Female,50.0
1064,2014.0,Male,32.0
1065,2012.0,Male,48.0
1066,2015.0,Male,48.0
1067,2015.0,Male,51.0
1068,2013.0,Male,43.0
1069,2014.0,Male,45.0
1070,2015.0,Male,26.0
1071,2014.0,Male,70.0
1072,2015.0,Female,36.0
1073,2015.0,Male,30.0
1074,2012.0,Male,40.0
1075,2012.0,Female,57.0
1076,2015.0,Female,25.0
1077,2013.0,Male,21.0
1078,2014.0,Male,36.0
1079,2014.0,Male,33.0
1080,2014.0,Male,43.0
1081,2012.0,Male,36.0
1082,2014.0,Male,54.0
1083,2013.0,Male,26.0
1084,2013.0,Female,49.0
1085,2012.0,Male,29.0
1086,2013.0,Female,32.0
1087,2014.0,Male,71.0
1088,2013.0,Male,49.0
1089,2015.0,Male,59.0
1090,2012.0,Male,31.0
1091,2014.0,Male,37.0
1092,2013.0,Male,51.0
1093,2014.0,Male,50.0
1094,2015.0,Male,60.0
1095,2014.0,Male,58.0
1096,2015.0,Male,55.0
1097,2013.0,Male,44.0
1098,2015.0,Male,45.0
1099,2013.0,Female,49.0
1100,2012.0,Male,45.0
1101,2013.0,Male,39.0
1102,2015.0,Female,39.0
1103,2014.0,Male,45.0
1104,2013.0,Female,59.0
1105,2012.0,Male,46.0
1106,2013.0,Male,58.0
1107,2013.0,Male,32.0
1108,2014.0,Male,51.0
1109,2013.0,Male,30.0
1110,2015.0,Female,57.0
1111,2014.0,Male,26.0
1112,2013.0,Male,51.0
1113,2014.0,Male,34.0
1114,2012.0,Female,55.0
1115,2014.0,Male,24.0
1116,2015.0,Male,36.0
1117,2014.0,Female,44.0
1118,2015.0,Male,32.0
1119,2014.0,Male,38.0
1120,2015.0,Female,53.0
1121,2015.0,Female,26.0
1122,2015.0,Male,26.0
1123,2014.0,Male,28.0
1124,2015.0,Male,48.0
1125,2012.0,Male,22.0
1126,2013.0,Female,32.0
1127,2012.0,Male,42.0
1128,2012.0,Male,59.0
1129,2012.0,Female,19.0
1130,2014.0,Male,26.0
1131,2015.0,Male,38.0
1132,2014.0,Female,35.0
1133,2013.0,Female,35.0
1134,2012.0,Male,49.0
1135,2015.0,Female,66.0
1136,2012.0,Male,49.0
1137,2015.0,Male,58.0
1138,2012.0,Male,46.0
1139,2013.0,Male,42.0
1140,2015.0,Female,51.0
1141,2012.0,Male,31.0
1142,2012.0,Male,48.0
1143,2012.0,Female,50.0
1144,2015.0,Male,40.0
1145,2014.0,Male,35.0
1146,2014.0,Male,44.0
1147,2014.0,Male,35.0
1148,2012.0,Male,29.0
1149,2014.0,Female,61.0
1150,2015.0,Male,55.0
1151,2014.0,Female,25.0
1152,2015.0,Male,41.0
1153,2014.0,Male,48.0
1154,2012.0,Male,30.0
1155,2013.0,Female,35.0
1156,2012.0,Male,54.0
1157,2015.0,Male,53.0
1158,2012.0,Female,50.0
1159,2013.0,Male,57.0
1160,2013.0,Male,53.0
1161,2013.0,Male,24.0
1162,2013.0,Male,34.0
1163,2014.0,Female,59.0
1164,2013.0,Male,24.0
1165,2015.0,Male,39.0
1166,2015.0,Female,39.0
1167,2015.0,Female,38.0
1168,2013.0,Male,24.0
1169,2015.0,Male,26.0
1170,2013.0,Male,59.0
1171,2014.0,Male,29.0
1172,2014.0,Female,68.0
1173,2014.0,Male,49.0
1174,2015.0,Male,21.0
1175,2015.0,Male,56.0
1176,2015.0,Male,37.0
1177,2014.0,Male,40.0
1178,2013.0,Male,29.0
1179,2015.0,Female,17.0
1180,2014.0,Male,19.0
1181,2012.0,Male,63.0
1182,2013.0,Male,59.0
1183,2015.0,Male,35.0
1184,2015.0,Female,50.0
1185,2013.0,Male,50.0
1186,2015.0,Male,62.0
1187,2013.0,Male,40.0
1188,2014.0,Female,27.0
1189,2013.0,Male,32.0
1190,2015.0,Male,33.0
1191,2015.0,Male,31.0
1192,2012.0,Male,56.0
1193,2014.0,Male,40.0
1194,2013.0,Female,43.0
1195,2015.0,Male,30.0
1196,2015.0,Male,55.0
1197,2014.0,Male,59.0
1198,2014.0,Female,48.0
1199,2015.0,Female,66.0
1200,2014.0,Male,18.0
1201,2012.0,Male,35.0
1202,2015.0,Female,39.0
1203,2015.0,Male,53.0
1204,2012.0,Male,60.0
1205,2015.0,Male,29.0
1206,2015.0,Male,62.0
1207,2013.0,Male,37.0
1208,2013.0,Male,25.0
1209,2015.0,Male,45.0
1210,2014.0,Female,46.0
1211,2012.0,Male,57.0
1212,2014.0,Male,30.0
1213,2013.0,Male,47.0
1214,2013.0,Female,44.0
1215,2012.0,Male,46.0
1216,2014.0,Male,42.0
1217,2013.0,Male,26.0
1218,2013.0,Male,51.0
1219,2012.0,Female,37.0
1220,2013.0,Male,30.0
1221,2014.0,Male,27.0
1222,2013.0,Male,28.0
1223,2012.0,Male,56.0
1224,2012.0,Female,17.0
1225,2013.0,Female,41.0
1226,2015.0,Female,53.0
1227,2013.0,Male,53.0
1228,2012.0,Female,33.0
1229,2014.0,Male,40.0
1230,2015.0,Male,19.0
1231,2015.0,Male,51.0
1232,2014.0,Male,34.0
1233,2013.0,Female,26.0
1234,2014.0,Male,56.0
1235,2014.0,Female,35.0
1236,2013.0,Female,35.0
1237,2015.0,Male,33.0
1238,2015.0,Female,44.0
1239,2013.0,Male,41.0
1240,2013.0,Male,25.0
1241,2012.0,Male,33.0
1242,2015.0,Male,58.0
1243,2012.0,Male,31.0
1244,2014.0,Male,54.0
1245,2015.0,Female,52.0
1246,2013.0,Female,47.0
1247,2014.0,Male,28.0
1248,2014.0,Female,29.0
1249,2012.0,Female,48.0
1250,2014.0,Male,33.0
1251,2014.0,Male,25.0
1252,2013.0,Male,61.0
1253,2014.0,Male,35.0
1254,2015.0,Male,44.0
1255,2012.0,Male,24.0
1256,2014.0,Male,54.0
1257,2015.0,Female,37.0
1258,2015.0,Female,47.0
1259,2014.0,Male,47.0
1260,2012.0,Male,56.0
1261,2015.0,Female,72.0
1262,2015.0,Female,28.0
1263,2014.0,Male,52.0
1264,2012.0,Female,48.0
1265,2013.0,Male,58.0
1266,2013.0,Male,52.0
1267,2014.0,Male,49.0
1268,2014.0,Male,52.0
1269,2015.0,Male,23.0
1270,2012.0,Male,47.0
1271,2015.0,Male,39.0
1272,2015.0,Female,63.0
1273,2015.0,Male,24.0
1274,2013.0,Male,37.0
1275,2015.0,Male,49.0
1276,2015.0,Female,48.0
1277,2012.0,Male,48.0
1278,2012.0,Male,43.0
1279,2013.0,Male,38.0
1280,2014.0,Female,32.0
1281,2012.0,Female,29.0
1282,2013.0,Female,49.0
1283,2012.0,Male,34.0
1284,2014.0,Female,48.0
1285,2013.0,Male,27.0
1286,2014.0,Male,56.0
1287,2014.0,Male,19.0
1288,2014.0,Male,53.0
1289,2014.0,Male,45.0
1290,2012.0,Male,28.0
1291,2013.0,Male,23.0
1292,2012.0,Female,39.0
1293,2012.0,Male,40.0
1294,2013.0,Male,22.0
1295,2013.0,Male,56.0
1296,2012.0,Male,39.0
1297,2013.0,Female,58.0
1298,2014.0,Female,33.0
1299,2014.0,Female,50.0
1300,2015.0,Male,38.0
1301,2015.0,Male,54.0
1302,2012.0,Male,47.0
1303,2012.0,Male,66.0
1304,2014.0,Male,46.0
1305,2014.0,Female,55.0
1306,2012.0,Male,50.0
1307,2012.0,Male,39.0
1308,2015.0,Female,45.0
1309,2014.0,Male,50.0
1310,2012.0,Female,26.0
1311,2013.0,Male,56.0
1312,2013.0,Male,46.0
1313,2012.0,Male,45.0
1314,2012.0,Female,31.0
1315,2013.0,Male,47.0
1316,2014.0,Male,26.0
1317,2014.0,Male,39.0
1318,2013.0,Male,49.0
1319,2014.0,Male,28.0
1320,2012.0,Male,31.0
1321,2012.0,Male,49.0
1322,2014.0,Male,33.0
1323,2014.0,Female,29.0
1324,2015.0,Male,30.0
1325,2013.0,Male,29.0
1326,2015.0,Male,44.0
1327,2015.0,Male,47.0
1328,2015.0,Female,58.0
1329,2014.0,Female,46.0
1330,2013.0,Female,57.0
1331,2013.0,Female,51.0
1332,2015.0,Male,43.0
1333,2015.0,Female,46.0
1334,2015.0,Male,19.0
1335,2015.0,Male,35.0
1336,2015.0,Male,45.0
1337,2014.0,Male,54.0
1338,2015.0,Male,55.0
1339,2014.0,Male,64.0
1340,2015.0,Female,53.0
1341,2012.0,Male,34.0
1342,2014.0,Male,56.0
1343,2015.0,Male,28.0
1344,2015.0,Male,33.0
1345,2013.0,Male,53.0
1346,2013.0,Female,47.0
1347,2015.0,Male,43.0
1348,2012.0,Male,63.0
1349,2015.0,Male,60.0
1350,2014.0,Male,24.0
1351,2014.0,Male,54.0
1352,2015.0,Male,25.0
1353,2013.0,Male,25.0
1354,2015.0,Female,50.0
1355,2012.0,Male,51.0
1356,2015.0,Male,58.0
1357,2015.0,Male,71.0
1358,2014.0,Male,25.0
1359,2012.0,Male,19.0
1360,2014.0,Female,28.0
1361,2015.0,Male,48.0
1362,2015.0,Male,28.0
1363,2015.0,Male,42.0
1364,2014.0,Male,53.0
1365,2015.0,Female,60.0
1366,2015.0,Male,36.0
1367,2012.0,Male,55.0
1368,2015.0,Male,33.0
1369,2014.0,Male,33.0
1370,2015.0,Male,59.0
1371,2013.0,Female,51.0
1372,2013.0,Male,25.0
1373,2013.0,Male,50.0
1374,2015.0,Male,49.0
1375,2012.0,Male,26.0
1376,2012.0,Male,34.0
1377,2015.0,Male,43.0
1378,2015.0,Male,52.0
1379,2014.0,Male,49.0
1380,2013.0,Female,34.0
1381,2012.0,Male,24.0
1382,2013.0,Male,36.0
1383,2013.0,Female,19.0
1384,2015.0,Male,57.0
1385,2015.0,Male,43.0
1386,2015.0,Female,54.0
1387,2015.0,Male,51.0
1388,2014.0,Male,42.0
1389,2013.0,Male,28.0
1390,2013.0,Male,31.0
1391,2013.0,Male,44.0
1392,2015.0,Male,39.0
1393,2014.0,Male,50.0
1394,2015.0,Male,55.0
1395,2013.0,Female,50.0
1396,2015.0,Male,62.0
1397,2015.0,Male,24.0
1398,2015.0,Male,45.0
1399,2012.0,Male,35.0
1400,2014.0,Male,35.0
1401,2014.0,Female,55.0
1402,2012.0,Male,53.0
1403,2015.0,Male,43.0
1404,2012.0,Male,48.0
1405,2013.0,Male,43.0
1406,2015.0,Male,28.0
1407,2013.0,Male,32.0
1408,2015.0,Male,52.0
1409,2014.0,Female,67.0
1410,2015.0,Male,57.0
1411,2014.0,Male,33.0
1412,2013.0,Male,22.0
1413,2015.0,Male,22.0
1414,2013.0,Male,30.0
1415,2015.0,Male,52.0
1416,2014.0,Female,32.0
1417,2015.0,Male,58.0
1418,2013.0,Female,52.0
1419,2014.0,Male,57.0
1420,2014.0,Male,27.0
1421,2012.0,Female,21.0
1422,2015.0,Male,42.0
1423,2014.0,Male,47.0
1424,2013.0,Male,24.0
1425,2013.0,Male,22.0
1426,2015.0,Male,38.0
1427,2016.0,Male,31.0
1428,2015.0,Male,45.0
1429,2013.0,Male,31.0
1430,2013.0,Male,43.0
1431,2014.0,Male,35.0
1432,2015.0,Male,55.0
1433,2015.0,Male,29.0
1434,2012.0,Male,41.0
1435,2013.0,Male,50.0
1436,2012.0,Male,54.0
1437,2015.0,Male,32.0
1438,2014.0,Male,33.0
1439,2013.0,Female,36.0
1440,2013.0,Female,30.0
1441,2015.0,Male,54.0
1442,2013.0,Male,24.0
1443,2014.0,Male,36.0
1444,2014.0,Male,51.0
1445,2014.0,Female,22.0
1446,2013.0,Male,70.0
1447,2014.0,Male,56.0
1448,2013.0,Male,61.0
1449,2014.0,Male,38.0
1450,2013.0,Male,53.0
1451,2014.0,Male,48.0
1452,2013.0,Male,22.0
1453,2015.0,Male,39.0
1454,2013.0,Female,47.0
1455,2015.0,Male,65.0
1456,2013.0,Male,43.0
1457,2015.0,Female,25.0
1458,2014.0,Female,44.0
1459,2013.0,Male,47.0
1460,2013.0,Female,23.0
1461,2015.0,Male,49.0
1462,2014.0,Female,26.0
1463,2013.0,Male,57.0
1464,2015.0,Male,32.0
1465,2014.0,Male,49.0
1466,2014.0,Male,43.0
1467,2015.0,Male,42.0
1468,2015.0,Female,46.0
1469,2015.0,Male,26.0
1470,2013.0,Male,28.0
1471,2012.0,Male,41.0
1472,2014.0,Female,22.0
1473,2015.0,Male,34.0
1474,2014.0,Female,49.0
1475,2012.0,Male,45.0
1476,2012.0,Male,58.0
1477,2013.0,Female,55.0
1478,2015.0,Male,19.0
1479,2013.0,Male,40.0
1480,2014.0,Male,45.0
1481,2015.0,Male,33.0
1482,2014.0,Male,50.0
1483,2013.0,Male,26.0
1484,2014.0,Male,38.0
1485,2015.0,Female,47.0
1486,2014.0,Female,20.0
1487,2015.0,Male,32.0
1488,2015.0,Male,73.0
1489,2012.0,Female,40.0
1490,2014.0,Male,29.0
1491,2012.0,Female,22.0
1492,2015.0,Male,26.0
1493,2015.0,Male,61.0
1494,2014.0,Female,44.0
1495,2014.0,Male,37.0
1496,2015.0,Male,48.0
1497,2012.0,Female,44.0
1498,2014.0,Male,28.0
1499,2012.0,Male,66.0
1500,2015.0,Female,56.0
1501,2013.0,Female,36.0
1502,2012.0,Female,36.0
1503,2013.0,Male,38.0
1504,2013.0,Male,51.0
1505,2015.0,Male,51.0
1506,2015.0,Male,35.0
1507,2015.0,Female,21.0
1508,2015.0,Male,32.0
1509,2013.0,Male,37.0
1510,2014.0,Male,44.0
1511,2013.0,Male,20.0
1512,2012.0,Male,36.0
1513,2015.0,Male,31.0
1514,2015.0,Male,50.0
1515,2013.0,Male,62.0
1516,2015.0,Male,51.0
1517,2013.0,Male,38.0
1518,2014.0,Male,27.0
1519,2013.0,Female,50.0
1520,2014.0,Female,48.0
1521,2015.0,Male,47.0
1522,2014.0,Female,49.0
1523,2015.0,Male,23.0
1524,2013.0,Male,33.0
1525,2015.0,Male,49.0
1526,2014.0,Male,30.0
1527,2013.0,Female,21.0
1528,2013.0,Male,57.0
1529,2013.0,Male,33.0
1530,2015.0,Male,39.0
1531,2013.0,Male,46.0
1532,2014.0,Male,50.0
1533,2014.0,Male,50.0
1534,2015.0,Male,54.0
1535,2014.0,Female,41.0
1536,2014.0,Male,47.0
1537,2015.0,Female,57.0
1538,2015.0,Male,37.0
1539,2012.0,Male,46.0
1540,2015.0,Male,36.0
1541,2014.0,Male,30.0
1542,2014.0,Male,23.0
1543,2013.0,Male,52.0
1544,2014.0,Female,20.0
1545,2014.0,Male,35.0
1546,2014.0,Male,54.0
1547,2013.0,Female,50.0
1548,2015.0,Male,49.0
1549,2015.0,Male,55.0
1550,2015.0,Male,23.0
1551,2015.0,Female,34.0
1552,2015.0,Male,38.0
1553,2015.0,Male,59.0
1554,2012.0,Female,61.0
1555,2012.0,Male,30.0
1556,2013.0,Male,46.0
1557,2013.0,Female,40.0
1558,2013.0,Female,54.0
1559,2013.0,Male,36.0
1560,2015.0,Female,49.0
1561,2013.0,Female,46.0
1562,2015.0,Male,43.0
1563,2014.0,Male,46.0
1564,2013.0,Male,34.0
1565,2014.0,Male,32.0
1566,2015.0,Male,23.0
1567,2014.0,Female,46.0
1568,2012.0,Female,55.0
1569,2015.0,Male,20.0
1570,2013.0,Female,30.0
1571,2015.0,Female,51.0
1572,2015.0,Male,57.0
1573,2015.0,Male,39.0
1574,2015.0,Male,50.0
1575,2014.0,Male,53.0
1576,2015.0,Female,36.0
1577,2014.0,Male,41.0
1578,2015.0,Male,59.0
1579,2013.0,Female,53.0
1580,2013.0,Male,22.0
1581,2014.0,Female,44.0
1582,2014.0,Male,21.0
1583,2013.0,Male,48.0
1584,2013.0,Male,47.0
1585,2015.0,Male,29.0
1586,2014.0,Male,27.0
1587,2015.0,Male,24.0
1588,2014.0,Female,81.0
1589,2014.0,Female,49.0
1590,2013.0,Male,24.0
1591,2014.0,Male,55.0
1592,2012.0,Female,19.0
1593,2013.0,Female,48.0
1594,2015.0,Male,30.0
1595,2014.0,Male,41.0
1596,2012.0,Male,35.0
1597,2014.0,Male,42.0
1598,2015.0,Female,28.0
1599,2012.0,Male,26.0
1600,2015.0,Male,45.0
1601,2015.0,Male,53.0
1602,2014.0,Female,23.0
1603,2014.0,Male,41.0
1604,2015.0,Male,35.0
1605,2014.0,Male,58.0
1606,2016.0,Male,68.0
1607,2015.0,Male,27.0
1608,2012.0,Male,50.0
1609,2015.0,Male,55.0
1610,2014.0,Male,41.0
1611,2015.0,Male,71.0
1612,2014.0,Male,54.0
1613,2012.0,Male,27.0
1614,2015.0,Male,59.0
1615,,Male,28.0
1616,2014.0,Male,37.0
1617,2015.0,Male,22.0
1618,2015.0,Male,41.0
1619,2013.0,Male,58.0
1620,2014.0,Male,33.0
1621,2012.0,Male,51.0
1622,2014.0,Male,41.0
1623,2013.0,Male,32.0
1624,2014.0,Female,46.0
1625,2014.0,Male,39.0
1626,2015.0,Male,29.0
1627,2014.0,Male,26.0
1628,2015.0,Female,29.0
1629,2014.0,Male,48.0
1630,2013.0,Female,29.0
1631,2015.0,Male,43.0
1632,2014.0,Male,47.0
1633,2014.0,Male,60.0
1634,2012.0,Male,38.0
1635,2014.0,Male,21.0
1636,2015.0,Male,70.0
1637,2015.0,Female,53.0
1638,2015.0,Male,37.0
1639,2014.0,Male,54.0
1640,2013.0,Female,61.0
1641,2013.0,Male,52.0
1642,2013.0,Male,33.0
1643,2014.0,Female,43.0
1644,2014.0,Female,28.0
1645,2013.0,Male,21.0
1646,2014.0,Male,60.0
1647,2014.0,Male,38.0
1648,2014.0,Male,28.0
1649,2014.0,Male,50.0
1650,2012.0,Male,46.0
1651,2014.0,Female,43.0
1652,2014.0,Male,36.0
1653,2012.0,Male,37.0
1654,2013.0,Female,52.0
1655,2015.0,Female,53.0
1656,2012.0,Male,31.0
1657,2015.0,Male,48.0
1658,2012.0,Male,46.0
